Asset ID,Asset Description,Work ID,Status,Event ID,Event Name,Actual Duration (HRS),date,mx type,mx time,Priority Number,Event Priority ,Avg Duration
GEN1,Purified Water System 1,MNT-198855,Closed,ME-007929,2 Year Maintenance,2,8/31/2019,ME,2yr,1,1,0.279801325
PWS1,Purified Water System 1,MNT-193431,Closed,ME-009019,2 Year Maintenance,30,10/16/2019,ME,2yr,1,1,0.175826446
ADM011,AlloFuse Dose Mold,MNT-213065,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,1,4,0.456153846
ADM1,AlloFuse Dose Mold,MNT-212686,Closed,ME-009681,00367-PMCAL Monthly,0.25,11/22/2020,ME,Monthly,1,4,0.458672566
ADM10,AlloFuse Dose Mold,MNT-213064,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,1,4,0.456153846
ADM12,AlloFuse Dose Mold,MNT-213421,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/14/2020,ME,Monthly,1,4,0.5
ADM13,AlloFuse Dose Mold,MNT-213066,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,2,4,0.458672566
ADM14,AlloFuse Dose Mold,MNT-213067,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,2,4,0.5
ADM15,AlloFuse Dose Mold,MNT-213068,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,2,4,0.456153846
ADM16,AlloFuse Dose Mold,MNT-213069,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,2,4,0.458672566
ADM17,AlloFuse Dose Mold,MNT-213070,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,2,4,0.456153846
ADM18,AlloFuse Dose Mold,MNT-213071,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,2,4,0.5
ADM19,AlloFuse Dose Mold,MNT-213310,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.458672566
ADM2,AlloFuse Dose Mold,MNT-198949,Closed,ME-009681,00367-PMCAL Monthly,0.25,9/4/2019,ME,Monthly,1,4,0.456153846
ADM20,AlloFuse Dose Mold,MNT-213311,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.5
ADM21,AlloFuse Dose Mold,MNT-213312,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.458672566
ADM22,AlloFuse Dose Mold,MNT-213313,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.456153846
ADM23,AlloFuse Dose Mold,MNT-213314,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.5
ADM24,AlloFuse Dose Mold,MNT-213315,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.458672566
ADM25,AlloFuse Dose Mold,MNT-213285,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.456153846
ADM26,AlloFuse Dose Mold,MNT-213185,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.5
ADM27,AlloFuse Dose Mold,MNT-213184,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.458672566
ADM28,AlloFuse Dose Mold,MNT-213186,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.456153846
ADM29,AlloFuse Dose Mold,MNT-213183,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.5
ADM3,AlloFuse Dose Mold,MNT-213422,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/14/2020,ME,Monthly,1,4,0.458672566
ADM30,AlloFuse Dose Mold,MNT-213290,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.456153846
ADM31,AlloFuse Dose Mold,MNT-212145,Closed,ME-009681,00367-PMCAL Monthly,0.5,11/5/2020,ME,Monthly,2,4,0.5
ADM32,AlloFuse Dose Mold,MNT-212142,Closed,ME-009681,00367-PMCAL Monthly,0.5,11/5/2020,ME,Monthly,2,4,0.458672566
ADM33,AlloFuse Dose Mold,MNT-213288,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.285786802
ADM34,AlloFuse Dose Mold,MNT-212146,Closed,ME-009681,00367-PMCAL Monthly,0.5,11/5/2020,ME,Monthly,2,4,0.256451613
ADM35,AlloFuse Dose Mold,MNT-213287,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.443214286
ADM36,AlloFuse Dose Mold,MNT-213292,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.318181818
ADM37,AlloFuse Dose Mold,MNT-213191,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.285786802
ADM38,AlloFuse Dose Mold,MNT-213181,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.256451613
ADM39,AlloFuse Dose Mold,MNT-213136,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/6/2020,ME,Monthly,2,4,0.443214286
ADM4,AlloFuse Dose Mold,MNT-213309,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,1,4,0.318181818
ADM40,AlloFuse Dose Mold,MNT-213180,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.285786802
ADM41,AlloFuse Dose Mold,MNT-213182,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.256451613
ADM42,AlloFuse Dose Mold,MNT-213179,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/7/2020,ME,Monthly,2,4,0.443214286
ADM43,AlloFuse Dose Mold,MNT-213317,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.318181818
ADM44,AlloFuse Dose Mold,MNT-213318,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.285786802
ADM45,AlloFuse Dose Mold,MNT-212094,Closed,ME-009681,00367-PMCAL Monthly,0.25,11/4/2020,ME,Monthly,2,4,0.256451613
ADM46,AlloFuse Dose Mold,MNT-213319,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.443214286
ADM47,AlloFuse Dose Mold,MNT-213320,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.318181818
ADM48,AlloFuse Dose Mold,MNT-213321,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/10/2020,ME,Monthly,2,4,0.285786802
ADM5,AlloFuse Dose Mold,MNT-213089,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/5/2020,ME,Monthly,1,4,0.256451613
ADM6,AlloFuse Dose Mold,MNT-213090,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/5/2020,ME,Monthly,1,4,0.443214286
ADM7,AlloFuse Dose Mold,MNT-213061,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,1,4,0.318181818
ADM8,AlloFuse Dose Mold,MNT-213062,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,1,4,0.285786802
ADM9,AlloFuse Dose Mold,MNT-213063,Closed,ME-009681,00367-PMCAL Monthly,0.25,12/4/2020,ME,Monthly,1,4,0.256451613
DCRDailies,DCR Dailies,MNT-213944,Closed,ME-009527,DCR Daily PM,1.5,12/31/2020,ME,Daily,1,4,0.305813953
DIS2,Dishwasher,MNT-213838,Closed,ME-007059,Weekly Maintenance,0.5,12/29/2020,ME,Weekly,1,4,0.381666667
DIS3,Dishwasher,MNT-213839,Closed,ME-007061,Weekly Maintenance,0.5,12/29/2020,ME,Weekly,1,4,0.833333333
FD11,Freezer,MNT-213785,Closed,ME-006983,Weekly Maintenance,0.5,12/25/2020,ME,Weekly,1,4,0.299411765
FD11,Freezer,MNT-205030,Closed,ME-007049,Annual Maintenance,1,3/12/2020,ME,Annual,1,4,0.373584906
FD13,Freezer,MNT-211546,Closed,ME-009708,00380-PMCAL Annual,1.5,10/13/2020,ME,Annual,2,4,0.373584906
FD14,Freezer,MNT-213786,Closed,ME-009762,00115-PMCAL Weekly PM,0.5,12/25/2020,ME,Weekly,2,4,0.373584906
FD15,Freezer,MNT-213787,Closed,ME-009762,00115-PMCAL Weekly PM,0.5,12/25/2020,ME,Weekly,3,4,0.373584906
FD2,Freezer,MNT-211919,Closed,ME-007205,Weekly Maintenance,0.75,10/30/2020,ME,Weekly,1,4,0.373584906
FD2,Freezer,MNT-207211,Closed,ME-008908,Annual Maintenance,2,5/29/2020,ME,Annual,1,4,0.232183908
FD3,Freezer,MNT-213788,Closed,ME-007204,Weekly Maintenance,0.5,12/25/2020,ME,Weekly,1,4,0.232183908
FD3,Freezer,MNT-203537,Closed,ME-007875,Annual Maintenance,0.5,1/31/2020,ME,Annual,1,4,0.232183908
FD8,Freezer,MNT-213585,Closed,ME-007207,Weekly Maintenance,0.5,12/18/2020,ME,Weekly,1,4,0.373584906
FD8,Freezer,MNT-203552,Closed,ME-008663,Annual Maintenance,1,1/31/2020,ME,Annual,1,4,0.299411765
FD9,Freezer,MNT-213790,Closed,ME-007203,Weekly Maintenance,0.5,12/25/2020,ME,Weekly,1,4,0.232183908
FD9,Freezer,MNT-202657,Closed,ME-007037,Annual Maintenance,0.5,1/31/2020,ME,Annual,1,4,0.373584906
FZ102,Freezer,MNT-212114,Closed,ME-008559,Annual Maintenance,0.5,11/5/2020,ME,Annual,3,4,0.373584906
FZ102,Freezer,CAL-031653,Closed,CE-002744,Annual Calibration,1,9/13/2020,CE,Annual,3,4,0.299411765
FZ103,Freezer,MNT-212116,Closed,ME-008574,Annual Maintenance,0.5,11/5/2020,ME,Annual,3,4,0.232183908
FZ103,Freezer,CAL-030287,Closed,CE-003217,Annual Calibration,1,2/17/2020,CE,Annual,3,4,0.299411765
FZ104,Freezer,MNT-212115,Closed,ME-008587,Annual Maintenance,0.5,11/5/2020,ME,Annual,2,4,0.232183908
FZ104,Freezer,CAL-029982,Closed,CE-003218,Annual Calibration,1,1/11/2020,CE,Annual,2,4,0.373584906
FZ105,Freezer,MNT-212118,Closed,ME-008578,Annual Maintenance,0.5,11/5/2020,ME,Annual,3,4,0.299411765
FZ105,Freezer,CAL-031253,Closed,CE-001921,Annual Calibration,1,7/10/2020,CE,Annual,3,4,0.232183908
FZ106,Freezer,CAL-032146,Closed,CE-003578,Annual Calibration,1,11/5/2020,CE,Annual,3,4,0.373584906
FZ106,Freezer,MNT-212117,Closed,ME-008588,Annual Maintenance,0.5,11/5/2020,ME,Annual,3,4,0.232183908
FZ107,Freezer,MNT-213570,Closed,ME-008665,Annual Maintenance,0.5,12/18/2020,ME,Annual,3,4,0.299411765
FZ107,Freezer,CAL-030921,Closed,CE-003658,Annual Calibration,1,5/9/2020,CE,Annual,3,4,0.373584906
FZ108,Freezer,MNT-212119,Closed,ME-008549,Annual Maintenance,0.5,11/5/2020,ME,Annual,3,4,0.299411765
FZ108,Freezer,CAL-031473,Closed,CE-003577,Annual Calibration,1,8/6/2020,CE,Annual,3,4,0.232183908
FZ110,Freezer,MNT-205363,Closed,ME-006898,Annual Maintenance,0.5,3/27/2020,ME,Annual,3,4,0.373584906
FZ110,Freezer,CAL-028392,Closed,CE-001745,Annual Calibration,0.5,5/17/2019,CE,Annual,3,4,0.299411765
FZ111,Freezer,MNT-207497,Closed,ME-007649,Annual Maintenance,0.25,6/7/2020,ME,Annual,3,4,0.232183908
FZ111,Freezer,CAL-030648,Closed,CE-003575,Annual Calibration,1,4/9/2020,CE,Annual,3,4,0.373584906
FZ112,Freezer,MNT-207498,Closed,ME-007629,Annual Maintenance,0.5,6/7/2020,ME,Annual,3,4,0.299411765
FZ112,Freezer,CAL-030649,Closed,CE-003576,Annual Calibration,1,4/9/2020,CE,Annual,3,4,0.232183908
FZ113,Freezer,CAL-028602,Closed,CE-002165,Annual Calibration,0.5,6/24/2019,CE,Annual,3,4,0.373584906
FZ113,Freezer,MNT-196385,Closed,ME-007692,Annual Maintenance,0.4,6/8/2019,ME,Annual,3,4,0.299411765
FZ114,Freezer,MNT-207499,Closed,ME-007742,Annual Maintenance,0.5,6/7/2020,ME,Annual,3,4,0.232183908
FZ114,Freezer,CAL-031049,Closed,CE-002166,Annual Calibration,1,6/3/2020,CE,Annual,3,4,0.373584906
FZ115,Freezer,CAL-031477,Closed,CE-002600,Annual Calibration,1,8/6/2020,CE,Annual,3,4,0.232183908
FZ115,Freezer,MNT-207500,Closed,ME-007700,Annual Maintenance,0.5,6/7/2020,ME,Annual,3,4,0.299411765
FZ116,Freezer,MNT-213575,Closed,ME-008668,Annual Maintenance,0.5,12/18/2020,ME,Annual,3,4,0.373584906
FZ116,Freezer,CAL-030923,Closed,CE-001995,Annual Calibration,1,5/9/2020,CE,Annual,3,4,0.232183908
FZ117,Freezer,MNT-210842,Closed,ME-008712,Annual Maintenance,0.5,9/24/2020,ME,Annual,3,4,0.299411765
FZ117,Freezer,CAL-030478,Closed,CE-003479,Annual Calibration,1,3/14/2020,CE,Annual,3,4,0.373584906
FZ118,Freezer,MNT-213572,Closed,ME-008685,Annual Maintenance,0.5,12/18/2020,ME,Annual,3,4,0.299411765
FZ118,Freezer,CAL-032328,Closed,CE-002827,Annual Calibration,0.75,12/8/2020,CE,Annual,3,4,0.232183908
FZ119,Freezer,CAL-030665,Closed,CE-003574,Annual Calibration,1,4/11/2020,CE,Annual,3,4,0.373584906
FZ119,Freezer,MNT-199295,Closed,ME-008705,Annual Maintenance,0.3,9/15/2019,ME,Annual,3,4,0.232183908
FZ120,Freezer,MNT-210248,Closed,ME-008701,Annual Maintenance,1,9/8/2020,ME,Annual,3,4,0.299411765
FZ120,Freezer,CAL-030960,Closed,CE-003082,Annual Calibration,1,5/17/2020,CE,Annual,3,4,0.373584906
FZ121,Freezer,MNT-213577,Closed,ME-008700,Annual Maintenance,0.5,12/18/2020,ME,Annual,3,4,0.232183908
FZ121,Freezer,CAL-029877,Closed,CE-003083,Annual Calibration,1,12/21/2019,CE,Annual,3,4,0.299411765
FZ123,Freezer,CAL-030278,Closed,CE-002825,Annual Calibration,1,2/16/2020,CE,Annual,3,4,0.373584906
FZ123,Freezer,MNT-202456,Closed,ME-008696,Annual Maintenance,0.4,12/22/2019,ME,Annual,3,4,0.232183908
FZ124,Freezer,CAL-031520,Closed,CE-003222,Annual Calibration,1,8/13/2020,CE,Annual,3,4,0.299411765
FZ124,Freezer,MNT-209408,Closed,ME-008706,Annual Maintenance,0.2,8/11/2020,ME,Annual,3,4,0.373584906
FZ125,Freezer,MNT-210464,Closed,ME-008694,Annual Maintenance,0.5,9/14/2020,ME,Annual,3,4,0.373584906
FZ125,Freezer,CAL-031299,Closed,CE-002311,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.232183908
FZ126,Freezer,MNT-191407,Closed,ME-008681,Annual Maintenance,0.2,12/21/2018,ME,Annual,4,4,0.299411765
FZ126,Freezer,CAL-026741,Closed,CE-002826,Annual Calibration,0.5,10/18/2018,CE,Annual,4,4,0.373584906
FZ127,Freezer,CAL-029998,Closed,CE-002977,Annual Calibration,1,1/19/2020,CE,Annual,3,4,0.232183908
FZ127,Freezer,MNT-202457,Closed,ME-008702,Annual Maintenance,0.25,12/22/2019,ME,Annual,3,4,0.299411765
FZ128,Freezer,MNT-213508,Closed,ME-008673,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.373584906
FZ128,Freezer,CAL-032111,Closed,CE-003659,Annual Calibration,1,11/4/2020,CE,Annual,3,4,0.299411765
FZ129,Freezer,MNT-213502,Closed,ME-008666,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.232183908
FZ129,Freezer,CAL-030288,Closed,CE-003355,Annual Calibration,1,2/17/2020,CE,Annual,3,4,0.373584906
FZ130,Freezer,CAL-030924,Closed,CE-003660,Annual Calibration,1,5/9/2020,CE,Annual,3,4,0.299411765
FZ130,Freezer,MNT-202216,Closed,ME-008669,Annual Maintenance,0.25,12/15/2019,ME,Annual,3,4,0.232183908
FZ131,Freezer,MNT-210143,Closed,ME-008686,Annual Maintenance,0.5,9/4/2020,ME,Annual,3,4,0.373584906
FZ131,Freezer,CAL-031300,Closed,CE-002312,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.299411765
FZ132,Freezer,MNT-213500,Closed,ME-008709,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.232183908
FZ132,Freezer,CAL-032149,Closed,CE-003573,Annual Calibration,1,11/5/2020,CE,Annual,3,4,0.373584906
FZ134,Freezer,MNT-213495,Closed,ME-008667,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.232183908
FZ134,Freezer,CAL-030667,Closed,CE-003572,Annual Calibration,1,4/11/2020,CE,Annual,3,4,0.299411765
FZ135,Freezer,MNT-213497,Closed,ME-008670,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.373584906
FZ135,Freezer,CAL-030927,Closed,CE-001996,Annual Calibration,1,5/9/2020,CE,Annual,3,4,0.299411765
FZ136,Freezer,MNT-213501,Closed,ME-008708,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.232183908
FZ136,Freezer,CAL-031926,Closed,CE-002828,Annual Calibration,1,10/14/2020,CE,Annual,3,4,0.373584906
FZ137,Freezer,CAL-031301,Closed,CE-002305,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.299411765
FZ137,Freezer,MNT-206029,Closed,ME-008868,Annual Maintenance,0.5,4/14/2020,ME,Annual,3,4,0.232183908
FZ138,Freezer,CAL-032150,Closed,CE-002976,Annual Calibration,1,11/5/2020,CE,Annual,3,4,0.373584906
FZ138,Freezer,MNT-205164,Closed,ME-008883,Annual Maintenance,0.25,3/21/2020,ME,Annual,3,4,0.232183908
FZ139,Freezer,CAL-031474,Closed,CE-002163,Annual Calibration,1,8/6/2020,CE,Annual,3,4,0.299411765
FZ139,Freezer,MNT-205165,Closed,ME-008894,Annual Maintenance,0.25,3/21/2020,ME,Annual,3,4,0.373584906
FZ140,Freezer,CAL-031050,Closed,CE-002164,Annual Calibration,1,6/3/2020,CE,Annual,3,4,0.373584906
FZ140,Freezer,MNT-205166,Closed,ME-008874,Annual Maintenance,0.25,3/21/2020,ME,Annual,3,4,0.373584906
FZ141,Freezer,MNT-210142,Closed,ME-008858,Annual Maintenance,0.5,9/4/2020,ME,Annual,3,4,0.373584906
FZ141,Freezer,CAL-031302,Closed,CE-002303,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.373584906
FZ142,Freezer,MNT-210141,Closed,ME-008870,Annual Maintenance,0.5,9/4/2020,ME,Annual,3,4,0.373584906
FZ142,Freezer,CAL-031309,Closed,CE-002304,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.373584906
FZ143,Freezer,MNT-210845,Closed,ME-008689,Annual Maintenance,0.3,9/24/2020,ME,Annual,3,4,0.299411765
FZ143,Freezer,CAL-030033,Closed,CE-003223,Annual Calibration,0.5,1/23/2020,CE,Annual,3,4,0.232183908
FZ144,Freezer,MNT-213510,Closed,ME-008678,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.373584906
FZ144,Freezer,CAL-031610,Closed,CE-002306,Annual Calibration,1,9/3/2020,CE,Annual,3,4,0.232183908
FZ145,Freezer,MNT-212364,Closed,ME-008272,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.299411765
FZ145,Freezer,CAL-031310,Closed,CE-002307,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.373584906
FZ146,Freezer,MNT-209843,Closed,ME-008433,Annual Maintenance,0.4,8/25/2020,ME,Annual,3,4,0.232183908
FZ146,Freezer,CAL-031313,Closed,CE-002308,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.299411765
FZ147,Freezer,MNT-191514,Closed,ME-008687,Annual Maintenance,0.25,12/26/2018,ME,Annual,4,4,0.373584906
FZ147,Freezer,CAL-025996,Closed,CE-002309,Annual Calibration,0.5,7/25/2018,CE,Annual,4,4,0.318988764
FZ148,Freezer,MNT-212366,Closed,ME-008291,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ148,Freezer,CAL-030427,Closed,CE-002310,Annual Calibration,1,3/8/2020,CE,Annual,3,4,0.318988764
FZ149,Freezer,MNT-212361,Closed,ME-008288,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ149,Freezer,CAL-030289,Closed,CE-003353,Annual Calibration,1,2/17/2020,CE,Annual,3,4,0.318988764
FZ150,Freezer,CAL-031913,Closed,CE-003354,Annual Calibration,1,10/11/2020,CE,Annual,3,4,0.318988764
FZ150,Freezer,MNT-211331,Closed,ME-008456,Annual Maintenance,0.4,10/6/2020,ME,Annual,3,4,0.318988764
FZ151,Freezer,MNT-212370,Closed,ME-008568,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ151,Freezer,CAL-030445,Closed,CE-003480,Annual Calibration,1,3/10/2020,CE,Annual,3,4,0.318988764
FZ152,Freezer,MNT-212375,Closed,ME-008603,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ152,Freezer,CAL-031314,Closed,CE-002323,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.318988764
FZ153,Freezer,MNT-199776,Closed,ME-008580,Annual Maintenance,0.25,9/29/2019,ME,Annual,3,4,0.318988764
FZ153,Freezer,CAL-028925,Closed,CE-002822,Annual Calibration,0.5,7/29/2019,CE,Annual,3,4,0.318988764
FZ154,Freezer,MNT-212368,Closed,ME-008583,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ154,Freezer,CAL-030961,Closed,CE-001999,Annual Calibration,1,5/17/2020,CE,Annual,3,4,0.318988764
FZ155,Freezer,MNT-212362,Closed,ME-008593,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ155,Freezer,CAL-030281,Closed,CE-002322,Annual Calibration,1,2/16/2020,CE,Annual,3,4,0.318988764
FZ156,Freezer,CAL-031927,Closed,CE-001716,Annual Calibration,1,10/14/2020,CE,Annual,3,4,0.318988764
FZ156,Freezer,MNT-209844,Closed,ME-006802,Annual Maintenance,0.4,8/25/2020,ME,Annual,3,4,0.318988764
FZ157,Freezer,CAL-032329,Closed,CE-003081,Annual Calibration,0.75,12/8/2020,CE,Annual,3,4,0.318988764
FZ157,Freezer,MNT-212365,Closed,ME-008303,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.318988764
FZ158,Freezer,MNT-210801,Closed,ME-008556,Annual Maintenance,0.5,9/23/2020,ME,Annual,2,4,0.318988764
FZ158,Freezer,CAL-030962,Closed,CE-003484,Annual Calibration,1,5/17/2020,CE,Annual,2,4,0.318988764
FZ159,Freezer,MNT-213505,Closed,ME-006906,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.318988764
FZ159,Freezer,CAL-030668,Closed,CE-002820,Annual Calibration,1,4/11/2020,CE,Annual,3,4,0.318988764
FZ160,Freezer,MNT-213506,Closed,ME-008609,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.318988764
FZ160,Freezer,CAL-031650,Closed,CE-002324,Annual Calibration,1,9/12/2020,CE,Annual,3,4,0.318988764
FZ161,Freezer,MNT-213512,Closed,ME-008586,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.318988764
FZ161,Freezer,CAL-030661,Closed,CE-003570,Annual Calibration,1,4/11/2020,CE,Annual,3,4,0.35625
FZ162,Freezer,MNT-206966,Closed,ME-007321,Annual Maintenance,0.3,5/20/2020,ME,Annual,3,4,0.35625
FZ162,Freezer,CAL-028731,Closed,CE-002325,Annual Calibration,0.5,7/8/2019,CE,Annual,3,4,0.35625
FZ163,Freezer,MNT-210459,Closed,ME-008606,Annual Maintenance,0.4,9/14/2020,ME,Annual,3,4,0.35625
FZ163,Freezer,CAL-030279,Closed,CE-003350,Annual Calibration,1,2/16/2020,CE,Annual,3,4,0.639802632
FZ164,Freezer,MNT-213511,Closed,ME-008565,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.492439024
FZ164,Freezer,CAL-031316,Closed,CE-002326,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.492439024
FZ165,Freezer,MNT-212378,Closed,ME-008600,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.492439024
FZ165,Freezer,CAL-030925,Closed,CE-001997,Annual Calibration,1,5/9/2020,CE,Annual,3,4,0.492439024
FZ166,Freezer,MNT-212369,Closed,ME-008564,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.492439024
FZ166,Freezer,CAL-030290,Closed,CE-001998,Annual Calibration,1,2/17/2020,CE,Annual,3,4,0.492439024
FZ167,Freezer,MNT-212311,Closed,ME-008608,Annual Maintenance,0.5,11/9/2020,ME,Annual,3,4,0.492439024
FZ167,Freezer,CAL-031654,Closed,CE-002821,Annual Calibration,1,9/13/2020,CE,Annual,3,4,0.492439024
FZ168,Freezer,MNT-212312,Closed,ME-008557,Annual Maintenance,0.5,11/9/2020,ME,Annual,3,4,0.492439024
FZ168,Freezer,CAL-030926,Closed,CE-002000,Annual Calibration,1,5/9/2020,CE,Annual,3,4,0.492439024
FZ169,Freezer,MNT-212359,Closed,ME-006899,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.492439024
FZ169,Freezer,CAL-030963,Closed,CE-001717,Annual Calibration,1,5/17/2020,CE,Annual,3,4,0.492439024
FZ171,Freezer,MNT-212372,Closed,ME-008553,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.492439024
FZ171,Freezer,CAL-031051,Closed,CE-003224,Annual Calibration,1,6/3/2020,CE,Annual,3,4,0.492439024
FZ172,Freezer,MNT-213574,Closed,ME-008577,Annual Maintenance,0.5,12/18/2020,ME,Annual,3,4,0.492439024
FZ172,Freezer,CAL-029174,Closed,CE-002318,Annual Calibration,0.5,9/5/2019,CE,Annual,3,4,0.492439024
FZ173,Freezer,MNT-212374,Closed,ME-008601,Annual Maintenance,0.5,11/10/2020,ME,Annual,3,4,0.492439024
FZ173,Freezer,CAL-032174,Closed,CE-002978,Annual Calibration,0.75,11/10/2020,CE,Annual,3,4,0.492439024
FZ174,Freezer,MNT-210457,Closed,ME-008581,Annual Maintenance,0.4,9/14/2020,ME,Annual,3,4,0.37728
FZ174,Freezer,CAL-031085,Closed,CE-002319,Annual Calibration,1,6/6/2020,CE,Annual,3,4,0.37728
FZ175,Freezer,MNT-213507,Closed,ME-008582,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.37728
FZ175,Freezer,CAL-031317,Closed,CE-002320,Annual Calibration,1,7/18/2020,CE,Annual,3,4,0.37728
FZ176,Freezer,CAL-028369,Closed,CE-002321,Annual Calibration,0.5,5/13/2019,CE,Annual,3,4,0.37728
FZ176,Freezer,MNT-188798,Closed,ME-008570,Annual Maintenance,0.2,9/26/2018,ME,Annual,3,4,0.37728
FZ177,Freezer,MNT-213498,Closed,ME-008551,Annual Maintenance,0.5,12/16/2020,ME,Annual,3,4,0.37728
FZ177,Freezer,CAL-032330,Closed,CE-002593,Annual Calibration,0.75,12/8/2020,CE,Annual,3,4,0.37728
