Asset ID,Asset Description,Work ID,Status,Event ID,Event Name,Actual Duration (HRS),date,mx type,mx time,Priority Number,Event Priority ,Avg Duration
FZ334,Freezer,MNT-181693,Closed,ME-009656,00087-PMCAL Quarterly,0.5,1/30/2018,ME,Quarterly,4,3,0.310123967
FZ336,Freezer,MNT-211379,Closed,ME-009656,00087-PMCAL Quarterly,0.5,10/8/2020,ME,Quarterly,2,3,0.310123967
FZ336,Freezer,MNT-211380,Closed,ME-009657,00087-PMCAL Semi-Annual,0.5,10/8/2020,ME,Semi-Annual,2,3,0.310123967
FZ3CHA,Freezer,MNT-211048,Closed,ME-007998,Semi-Annual Maintenance,0.2,9/30/2020,ME,Semi-Annual,1,3,0.628787879
FZ3NY,Freezer,MNT-212068,Closed,ME-007352,Semi-Annual Maintenance,0.025,11/4/2020,ME,Semi-Annual,1,3,0.628787879
FZ3SD,Freezer,MNT-209058,Closed,ME-003519,Semi-Annual Maintenance,0.15,7/31/2020,ME,Semi-Annual,1,3,0.639802632
FZ4CHA,Freezer,MNT-211049,Closed,ME-009477,Semi-Annual Sat. FZ Maintenance,0.2,9/30/2020,ME,Semi-Annual,1,3,0.639802632
FZ4TR,Freezer,MNT-212911,Closed,ME-009477,Semi-Annual Sat. FZ Maintenance,0.1,11/30/2020,ME,Semi-Annual,1,3,1.377777778
FZ5STL,Freezer,MNT-212076,Closed,ME-007371,Semi-Annual Maintenance,0.25,11/4/2020,ME,Semi-Annual,1,3,0.749044586
FZ6STL,Freezer,MNT-212075,Closed,ME-007390,Semi-Annual Maintenance,0.25,11/4/2020,ME,Semi-Annual,1,3,0.749044586
FZ7STL,Freezer,MNT-212071,Closed,ME-009477,Semi-Annual Sat. FZ Maintenance,0.25,11/4/2020,ME,Semi-Annual,1,3,0.369509044
CDG1,Gauge,CAL-025111,Closed,CE-003940,Quarterly Gage Calibration,0.5,4/3/2018,CE,Quarterly,3,3,0.749044586
CDG10,Gauge,CAL-029216,Closed,CE-003940,Quarterly Gage Calibration,0.25,9/14/2019,CE,Quarterly,2,3,0.369509044
CDG11,Gauge,CAL-027821,Closed,CE-003940,Quarterly Gage Calibration,0.15,3/10/2019,CE,Quarterly,2,3,0.749044586
CDG12,Gauge,CAL-029215,Closed,CE-003940,Quarterly Gage Calibration,0.25,9/14/2019,CE,Quarterly,2,3,0.369509044
CDG13,Gauge,CAL-029214,Closed,CE-003940,Quarterly Gage Calibration,0.25,9/14/2019,CE,Quarterly,2,3,0.749044586
CDG14,Gauge,CAL-029329,Closed,CE-003940,Quarterly Gage Calibration,0.25,10/7/2019,CE,Quarterly,2,3,0.369509044
CDG15,Gauge,CAL-029213,Closed,CE-003940,Quarterly Gage Calibration,0.25,9/14/2019,CE,Quarterly,2,3,0.749044586
CDG3,Gauge,CAL-028964,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/3/2019,CE,Quarterly,2,3,0.369509044
CDG4,Gauge,CAL-028965,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/3/2019,CE,Quarterly,2,3,0.749044586
CDG6,Gauge,CAL-029219,Closed,CE-003940,Quarterly Gage Calibration,0.25,9/14/2019,CE,Quarterly,2,3,0.369509044
CDG7,Gauge,CAL-027820,Closed,CE-003940,Quarterly Gage Calibration,0.15,3/10/2019,CE,Quarterly,2,3,0.749044586
CDG8,Gauge,CAL-029218,Closed,CE-003940,Quarterly Gage Calibration,0.25,9/14/2019,CE,Quarterly,2,3,0.369509044
CDG9,Gauge,CAL-028515,Closed,CE-003940,Quarterly Gage Calibration,0.15,6/8/2019,CE,Quarterly,2,3,0.749044586
DDG1,Gauge,CAL-029281,Closed,CE-003937,Annual Precision Gage Calibration,0.5,9/26/2019,CE,Annual,3,3,0.369509044
DDG2,Gauge,CAL-030795,Closed,CE-003937,Annual Precision Gage Calibration,0.5,4/24/2020,CE,Annual,4,3,0.749044586
DDG3,Gauge,CAL-030796,Closed,CE-003937,Annual Precision Gage Calibration,0.5,4/24/2020,CE,Annual,4,3,0.369509044
DTG024,Gauge,MNT-192317,Closed,ME-009699,00208-PMCAL Quarterly PM,0.5,1/28/2019,ME,Quarterly,2,3,0.749044586
DTG024,Gauge,CAL-027474,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,1/28/2019,CE,Quarterly,2,3,0.749044586
DTG024,Gauge,CAL-026260,Closed,CE-003937,Annual Precision Gage Calibration,0.5,7/18/2018,CE,Annual,2,3,0.369509044
DTG026,Gauge,CAL-027365,Closed,CE-004011,00208-PMCAL Quarterly Cal,1,1/15/2019,CE,Quarterly,2,3,0.369509044
DTG026,Gauge,MNT-192037,Closed,ME-009699,00208-PMCAL Quarterly PM,0.5,1/15/2019,ME,Quarterly,2,3,0.749044586
DTG026,Gauge,CAL-026262,Closed,CE-003937,Annual Precision Gage Calibration,0.5,7/18/2018,CE,Annual,2,3,0.369509044
DTG028,Gauge,CAL-028482,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,5/31/2019,CE,Quarterly,2,3,0.749044586
DTG028,Gauge,MNT-196134,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,5/31/2019,ME,Quarterly,2,3,0.369509044
DTG028,Gauge,CAL-026427,Closed,CE-003937,Annual Precision Gage Calibration,0.5,8/22/2018,CE,Annual,2,3,0.749044586
DTG029,Gauge,CAL-028945,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,8/1/2019,CE,Quarterly,2,3,0.369509044
DTG029,Gauge,MNT-197927,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,8/1/2019,ME,Quarterly,2,3,0.749044586
DTG029,Gauge,CAL-026428,Closed,CE-003937,Annual Precision Gage Calibration,0.5,8/22/2018,CE,Annual,2,3,0.369509044
DTG12,Gauge,CAL-025379,Closed,CE-003937,Annual Precision Gage Calibration,0.5,4/27/2018,CE,Annual,4,3,0.749044586
DTG14,Gauge,CAL-025380,Closed,CE-003937,Annual Precision Gage Calibration,0.5,4/27/2018,CE,Annual,4,3,0.749044586
DTG15,Gauge,CAL-027676,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/19/2019,CE,Annual,3,3,0.369509044
DTG16,Gauge,CAL-027677,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/19/2019,CE,Annual,3,3,0.749044586
DTG17,Gauge,CAL-024793,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/26/2018,CE,Annual,4,3,0.369509044
DTG18,Gauge,CAL-024794,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/26/2018,CE,Annual,4,3,0.369509044
DTG19,Gauge,CAL-024795,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/26/2018,CE,Annual,4,3,0.749044586
DTG20,Gauge,CAL-024796,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/26/2018,CE,Annual,4,3,0.369509044
DTG21,Gauge,CAL-024797,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/26/2018,CE,Annual,4,3,0.749044586
DTG22,Gauge,CAL-027678,Closed,CE-003937,Annual Precision Gage Calibration,0.5,2/19/2019,CE,Annual,3,3,0.369509044
DTG23,Gauge,CAL-028816,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,7/22/2019,CE,Quarterly,2,3,0.749044586
DTG23,Gauge,MNT-197582,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,7/22/2019,ME,Quarterly,2,3,0.369509044
DTG23,Gauge,CAL-028808,Closed,CE-003937,Annual Precision Gage Calibration,0.5,7/18/2019,CE,Annual,2,3,0.749044586
DTG25,Gauge,CAL-029347,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,10/10/2019,CE,Quarterly,2,3,0.369509044
DTG25,Gauge,MNT-200195,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,10/10/2019,ME,Quarterly,2,3,0.749044586
DTG25,Gauge,CAL-028620,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/26/2019,CE,Annual,2,3,0.369509044
DTG27,Gauge,MNT-203189,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,1/21/2020,ME,Quarterly,2,3,0.749044586
DTG27,Gauge,CAL-030010,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,1/21/2020,CE,Quarterly,2,3,0.369509044
DTG27,Gauge,CAL-028621,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/26/2019,CE,Annual,2,3,0.749044586
DTG30,Gauge,CAL-029307,Closed,CE-003937,Annual Precision Gage Calibration,0.5,9/30/2019,CE,Annual,2,3,0.369509044
DTG30,Gauge,MNT-198278,Closed,ME-009699,00208-PMCAL Quarterly PM,0.5,8/12/2019,ME,Quarterly,2,3,0.749044586
DTG30,Gauge,CAL-028983,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,8/12/2019,CE,Quarterly,2,3,0.369509044
DTG31,Gauge,MNT-203725,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,2/3/2020,ME,Quarterly,2,3,0.749044586
DTG31,Gauge,CAL-030201,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,2/3/2020,CE,Quarterly,2,3,0.369509044
DTG31,Gauge,CAL-029199,Closed,CE-003937,Annual Precision Gage Calibration,0.5,9/10/2019,CE,Annual,2,3,0.749044586
DTG32,Gauge,CAL-031086,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,6/7/2020,CE,Quarterly,2,3,0.369509044
DTG32,Gauge,MNT-207479,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,6/7/2020,ME,Quarterly,2,3,0.749044586
DTG32,Gauge,CAL-029196,Closed,CE-003937,Annual Precision Gage Calibration,0.5,9/10/2019,CE,Annual,2,3,0.369509044
DTG33,Gauge,CAL-029308,Closed,CE-003937,Annual Precision Gage Calibration,0.5,9/30/2019,CE,Annual,2,3,0.749044586
DTG33,Gauge,MNT-198083,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,8/5/2019,ME,Quarterly,2,3,0.369509044
DTG33,Gauge,CAL-028972,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,8/5/2019,CE,Quarterly,2,3,0.749044586
DTG34,Gauge,MNT-205956,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/12/2020,ME,Quarterly,2,3,0.369509044
DTG34,Gauge,CAL-030677,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/12/2020,CE,Quarterly,2,3,0.749044586
DTG34,Gauge,CAL-029350,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.369509044
DTG35,Gauge,MNT-205957,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/12/2020,ME,Quarterly,2,3,0.749044586
DTG35,Gauge,CAL-030678,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/12/2020,CE,Quarterly,2,3,0.369509044
DTG35,Gauge,CAL-029351,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.749044586
DTG36,Gauge,CAL-031322,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,7/19/2020,CE,Quarterly,2,3,0.369509044
DTG36,Gauge,MNT-208715,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,7/19/2020,ME,Quarterly,2,3,0.749044586
DTG36,Gauge,CAL-029352,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.749044586
DTG37,Gauge,MNT-206117,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/19/2020,ME,Quarterly,2,3,0.369509044
DTG37,Gauge,CAL-030718,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/19/2020,CE,Quarterly,2,3,0.369509044
DTG37,Gauge,CAL-029353,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.749044586
DTG38,Gauge,MNT-202681,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,1/1/2020,ME,Quarterly,2,3,0.369509044
DTG38,Gauge,CAL-029892,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,1/1/2020,CE,Quarterly,2,3,0.749044586
DTG38,Gauge,CAL-029354,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.369509044
DTG39,Gauge,MNT-202682,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,1/1/2020,ME,Quarterly,2,3,0.749044586
DTG39,Gauge,CAL-029893,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,1/1/2020,CE,Quarterly,2,3,0.749044586
DTG39,Gauge,CAL-029355,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.369509044
DTG40,Gauge,MNT-205861,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/9/2020,ME,Quarterly,2,3,0.749044586
DTG40,Gauge,CAL-030633,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/9/2020,CE,Quarterly,2,3,0.369509044
DTG40,Gauge,CAL-029356,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.369509044
DTG41,Gauge,CAL-030636,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/9/2020,CE,Quarterly,2,3,0.749044586
DTG41,Gauge,MNT-205862,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/9/2020,ME,Quarterly,2,3,0.749044586
DTG41,Gauge,CAL-029357,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.369509044
DTG42,Gauge,CAL-030637,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/9/2020,CE,Quarterly,2,3,0.749044586
DTG42,Gauge,MNT-205863,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/9/2020,ME,Quarterly,2,3,0.369509044
DTG42,Gauge,CAL-029358,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/7/2019,CE,Annual,2,3,0.749044586
DTG43,Gauge,MNT-205864,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,4/9/2020,ME,Quarterly,2,3,0.369509044
DTG43,Gauge,CAL-030638,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,4/9/2020,CE,Quarterly,2,3,0.749044586
DTG43,Gauge,CAL-030022,Closed,CE-003937,Annual Precision Gage Calibration,0.5,10/8/2019,CE,Annual,2,3,0.369509044
DTG44,Gauge,CAL-030983,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,5/20/2020,CE,Quarterly,2,3,0.749044586
DTG44,Gauge,MNT-206942,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,5/20/2020,ME,Quarterly,2,3,0.369509044
DTG44,Gauge,CAL-030023,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/6/2019,CE,Annual,2,3,0.749044586
DTG45,Gauge,CAL-031604,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,9/2/2020,CE,Quarterly,2,3,0.369509044
DTG45,Gauge,MNT-210043,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,9/2/2020,ME,Quarterly,2,3,0.749044586
DTG45,Gauge,CAL-030026,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/6/2019,CE,Annual,2,3,0.369509044
DTG46,Gauge,CAL-031762,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,10/2/2020,CE,Quarterly,2,3,0.749044586
DTG46,Gauge,MNT-211148,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,10/2/2020,ME,Quarterly,2,3,0.369509044
DTG46,Gauge,CAL-030027,Closed,CE-003937,Annual Precision Gage Calibration,0.5,9/4/2019,CE,Annual,2,3,0.749044586
DTG47,Gauge,CAL-031039,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,4,3,0.369509044
DTG48,Gauge,CAL-031695,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,9/17/2020,CE,Quarterly,3,3,0.749044586
DTG48,Gauge,MNT-210543,Closed,ME-009699,00208-PMCAL Quarterly PM,0.5,9/17/2020,ME,Quarterly,3,3,0.369509044
DTG48,Gauge,CAL-031040,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.749044586
DTG49,Gauge,CAL-031696,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,9/17/2020,CE,Quarterly,3,3,0.369509044
DTG49,Gauge,MNT-210544,Closed,ME-009699,00208-PMCAL Quarterly PM,0.75,9/17/2020,ME,Quarterly,3,3,0.749044586
DTG49,Gauge,CAL-031041,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.369509044
DTG50,Gauge,MNT-210699,Closed,ME-009699,00208-PMCAL Quarterly PM,0.5,9/21/2020,ME,Quarterly,3,3,0.749044586
DTG50,Gauge,CAL-031717,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,9/21/2020,CE,Quarterly,3,3,0.369509044
DTG50,Gauge,CAL-031042,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.749044586
DTG51,Gauge,MNT-213561,Closed,ME-009699,00208-PMCAL Quarterly PM,0.5,12/17/2020,ME,Quarterly,2,3,0.369509044
DTG51,Gauge,CAL-032396,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.75,12/17/2020,CE,Quarterly,2,3,0.749044586
DTG51,Gauge,CAL-031043,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,2,3,0.369509044
DTG52,Gauge,MNT-210042,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,9/2/2020,ME,Quarterly,3,3,0.749044586
DTG52,Gauge,CAL-031603,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,9/2/2020,CE,Quarterly,3,3,0.369509044
DTG52,Gauge,CAL-031044,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.749044586
DTG53,Gauge,CAL-031605,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,9/2/2020,CE,Quarterly,3,3,0.749044586
DTG53,Gauge,MNT-210044,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,9/2/2020,ME,Quarterly,3,3,0.316043809
DTG53,Gauge,CAL-031045,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.588352273
DTG54,Gauge,MNT-210045,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,9/2/2020,ME,Quarterly,3,3,0.369509044
DTG54,Gauge,CAL-031607,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,9/2/2020,CE,Quarterly,3,3,0.749044586
DTG54,Gauge,CAL-031046,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.749044586
DTG55,Gauge,MNT-210046,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,9/2/2020,ME,Quarterly,3,3,0.369509044
DTG55,Gauge,CAL-031608,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,9/2/2020,CE,Quarterly,3,3,0.749044586
DTG55,Gauge,CAL-031047,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,3,3,0.369509044
DTG56,Gauge,CAL-032315,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.25,12/7/2020,CE,Quarterly,2,3,0.369509044
DTG56,Gauge,MNT-213168,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,12/7/2020,ME,Quarterly,2,3,0.749044586
DTG56,Gauge,CAL-031048,Closed,CE-003937,Annual Precision Gage Calibration,0.5,6/3/2020,CE,Annual,2,3,0.749044586
DTG57,Gauge,CAL-032136,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,4,3,0.369509044
DTG58,Gauge,CAL-032137,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,4,3,0.749044586
DTG59,Gauge,CAL-032138,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,4,3,0.369509044
DTG6,Gauge,CAL-024802,Closed,CE-002060,Annual Calibration,0.5,2/27/2018,CE,Annual,4,3,0.369509044
DTG60,Gauge,CAL-032139,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,4,3,0.749044586
DTG61,Gauge,CAL-032140,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,4,3,0.369509044
DTG62,Gauge,MNT-212427,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,11/11/2020,ME,Quarterly,3,3,0.749044586
DTG62,Gauge,CAL-032178,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,11/11/2020,CE,Quarterly,3,3,0.749044586
DTG62,Gauge,CAL-032182,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,3,3,0.369509044
DTG63,Gauge,CAL-032179,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,11/11/2020,CE,Quarterly,3,3,0.369509044
DTG63,Gauge,MNT-212428,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,11/11/2020,ME,Quarterly,3,3,0.749044586
DTG63,Gauge,CAL-032183,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,3,3,0.369509044
DTG64,Gauge,CAL-032180,Closed,CE-004011,00208-PMCAL Quarterly Cal,0.5,11/11/2020,CE,Quarterly,3,3,0.749044586
DTG64,Gauge,MNT-212429,Closed,ME-009699,00208-PMCAL Quarterly PM,0.25,11/11/2020,ME,Quarterly,3,3,0.749044586
DTG64,Gauge,CAL-032184,Closed,CE-003937,Annual Precision Gage Calibration,0.5,11/4/2020,CE,Annual,3,3,0.369509044
GB47,Gauge,CAL-030873,Closed,CE-002948,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.749044586
GB48,Gauge,CAL-030874,Closed,CE-002949,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.369509044
GB49,Gauge,CAL-030875,Closed,CE-002950,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.749044586
GB50,Gauge,CAL-030876,Closed,CE-002951,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.369509044
GB51,Gauge,CAL-030877,Closed,CE-002952,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.369509044
GB52,Gauge,CAL-030878,Closed,CE-002953,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.749044586
GB53,Gauge,CAL-030879,Closed,CE-003065,Annual Calibration,0.5,5/5/2020,CE,Annual,3,3,0.369509044
H23,Gauge,CAL-028412,Closed,CE-002667,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.749044586
H33,Gauge,CAL-028413,Closed,CE-002668,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.369509044
LPG3,Gauge,CAL-024244,Closed,CE-003930,Annual NuVasive Calibration,0.25,1/2/2018,CE,Annual,4,3,0.749044586
LPG4,Gauge,CAL-024245,Closed,CE-003930,Annual NuVasive Calibration,0.25,1/2/2018,CE,Annual,4,3,0.749044586
N21,Gauge,CAL-028414,Closed,CE-002649,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.749044586
N25,Gauge,CAL-028415,Closed,CE-002650,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.369509044
NV3265,Gauge,CAL-027065,Closed,CE-003930,Annual NuVasive Calibration,0.5,11/27/2018,CE,Annual,4,3,0.749044586
NV3266,Gauge,CAL-027066,Closed,CE-003930,Annual NuVasive Calibration,0.5,11/27/2018,CE,Annual,4,3,0.369509044
PG1,Gauge,CAL-028416,Closed,CE-002665,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.369509044
PG2,Gauge,CAL-028417,Closed,CE-002666,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.749044586
Q14,Gauge,CAL-028418,Closed,CE-002663,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.369509044
Q15,Gauge,CAL-028419,Closed,CE-002664,Annual Calibration,0.5,5/14/2019,CE,Annual,3,3,0.749044586
STG37,Gauge,CAL-029003,Closed,CE-002568,Quarterly Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.369509044
STG38,Gauge,CAL-026193,Closed,CE-002569,Quarterly Calibration,0.1,8/10/2018,CE,Quarterly,3,3,0.749044586
STG39,Gauge,CAL-024740,Closed,CE-002570,Quarterly Calibration,0.15,2/20/2018,CE,Quarterly,4,3,0.369509044
STG40,Gauge,CAL-029004,Closed,CE-002571,Quarterly Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.749044586
STG41,Gauge,CAL-029005,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.369509044
STG42,Gauge,CAL-029006,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.749044586
STG43,Gauge,CAL-029007,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.749044586
STG44,Gauge,CAL-029008,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.369509044
STG45,Gauge,CAL-029009,Closed,CE-003940,Quarterly Gage Calibration,0.25,8/17/2019,CE,Quarterly,2,3,0.369509044
STG46,Gauge,CAL-028352,Closed,CE-003940,Quarterly Gage Calibration,0.25,5/9/2019,CE,Quarterly,2,3,0.749044586
STG47,Gauge,CAL-029440,Closed,CE-003940,Quarterly Gage Calibration,0.25,10/18/2019,CE,Quarterly,2,3,0.369509044
STG48,Gauge,CAL-029441,Closed,CE-003940,Quarterly Gage Calibration,0.25,10/18/2019,CE,Quarterly,2,3,0.749044586
STG49,Gauge,CAL-029442,Closed,CE-003940,Quarterly Gage Calibration,0.25,10/18/2019,CE,Quarterly,2,3,0.749044586
STG50,Gauge,CAL-029443,Closed,CE-003940,Quarterly Gage Calibration,0.25,10/18/2019,CE,Quarterly,2,3,0.369509044
TG1,Gauge,CAL-029908,Closed,CE-002956,Annual Calibration,0.5,1/2/2020,CE,Annual,3,3,0.749044586
TG2,Gauge,CAL-030235,Closed,CE-003062,Annual Calibration,0.5,2/10/2020,CE,Annual,3,3,0.369509044
TSB101,Gauge,CAL-028328,Closed,CE-001925,Annual Calibration,0.25,5/9/2019,CE,Annual,3,3,0.369509044
TSB102,Gauge,CAL-027762,Closed,CE-003620,Annual Calibration,0.25,3/1/2019,CE,Annual,3,3,0.749044586
TSB107,Gauge,CAL-024960,Closed,CE-003621,Annual Calibration,0.15,3/11/2018,CE,Annual,4,3,0.749044586
TSB110,Gauge,CAL-028325,Closed,CE-003622,Annual Calibration,0.25,5/9/2019,CE,Annual,3,3,0.369509044
TSB111,Gauge,CAL-028327,Closed,CE-003623,Annual Calibration,0.25,5/9/2019,CE,Annual,3,3,0.369509044
TSB112,Gauge,CAL-028326,Closed,CE-003624,Annual Calibration,0.25,5/9/2019,CE,Annual,3,3,0.749044586
TSB116,Gauge,CAL-025987,Closed,CE-002244,Annual Calibration,0.5,7/23/2018,CE,Annual,4,3,0.369509044
TSB117,Gauge,CAL-026959,Closed,CE-002245,Annual Calibration,0.5,11/8/2018,CE,Annual,4,3,0.749044586
TSB122,Gauge,CAL-027765,Closed,CE-001784,Annual Calibration,0.25,3/3/2019,CE,Annual,3,3,0.749044586
TSB125,Gauge,CAL-027835,Closed,CE-001789,Annual Calibration,0.25,3/16/2019,CE,Annual,3,3,0.369509044
TSB126,Gauge,CAL-027763,Closed,CE-001790,Annual Calibration,0.25,3/1/2019,CE,Annual,3,3,0.749044586
TSB127,Gauge,CAL-027766,Closed,CE-001608,Annual Calibration,0.25,3/3/2019,CE,Annual,3,3,0.369509044
